,estimate,trip,pickup_estimate
31,"{'surge_confirmation_href': None, 'high_estimate': 8, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 6, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 3.18, 'display_amount': '2.38-3.18', 'display_name': 'Distance', 'low_amount': 2.38}, {'high_amount': 2.06, 'display_amount': '1.55-2.06', 'display_name': 'Time', 'low_amount': 1.55}], 'surge_multiplier': 1.0, 'display': '£6-8', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 660, 'distance_estimate': 2.11}",14
32,"{'surge_confirmation_href': None, 'high_estimate': 11, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 8, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 4.25, 'display_amount': '3.19-4.25', 'display_name': 'Distance', 'low_amount': 3.19}, {'high_amount': 4.01, 'display_amount': '3-4.01', 'display_name': 'Time', 'low_amount': 3.0}], 'surge_multiplier': 1.0, 'display': '£8-11', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 1320, 'distance_estimate': 2.84}",12
33,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 1.13, 'display_amount': '0.84-1.13', 'display_name': 'Distance', 'low_amount': 0.84}, {'high_amount': 0.28, 'display_amount': '0.84-0.28', 'display_name': '£5.00 Minimum', 'low_amount': 0.84}, {'high_amount': 1.09, 'display_amount': '0.82-1.09', 'display_name': 'Time', 'low_amount': 0.82}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 360, 'distance_estimate': 0.75}",8
34,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 0.04, 'display_amount': '0.03-0.04', 'display_name': 'Distance', 'low_amount': 0.03}, {'high_amount': 2.38, 'display_amount': '2.41-2.38', 'display_name': '£5.00 Minimum', 'low_amount': 2.41}, {'high_amount': 0.08, 'display_amount': '0.06-0.08', 'display_name': 'Time', 'low_amount': 0.06}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 0, 'distance_estimate': 0.02}",9
35,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 1.43, 'display_amount': '1.06-1.43', 'display_name': 'Distance', 'low_amount': 1.06}, {'high_amount': 0.06, 'display_amount': '0.68-0.06', 'display_name': '£5.00 Minimum', 'low_amount': 0.68}, {'high_amount': 1.01, 'display_amount': '0.76-1.01', 'display_name': 'Time', 'low_amount': 0.76}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 360, 'distance_estimate': 0.95}",12
36,"{'surge_confirmation_href': None, 'high_estimate': 12, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 9, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 4.53, 'display_amount': '3.39-4.53', 'display_name': 'Distance', 'low_amount': 3.39}, {'high_amount': 4.67, 'display_amount': '3.51-4.67', 'display_name': 'Time', 'low_amount': 3.51}], 'surge_multiplier': 1.0, 'display': '£9-12', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 1560, 'distance_estimate': 3.01}",10
37,"{'surge_confirmation_href': None, 'high_estimate': 14, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 10, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 6.18, 'display_amount': '4.63-6.18', 'display_name': 'Distance', 'low_amount': 4.63}, {'high_amount': 4.73, 'display_amount': '3.55-4.73', 'display_name': 'Time', 'low_amount': 3.55}], 'surge_multiplier': 1.0, 'display': '£10-14', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 1560, 'distance_estimate': 4.11}",15
38,"{'surge_confirmation_href': None, 'high_estimate': 8, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 6, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 2.81, 'display_amount': '2.1-2.81', 'display_name': 'Distance', 'low_amount': 2.1}, {'high_amount': 2.13, 'display_amount': '1.6-2.13', 'display_name': 'Time', 'low_amount': 1.6}], 'surge_multiplier': 1.0, 'display': '£6-8', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 720, 'distance_estimate': 1.87}",6
39,"{'surge_confirmation_href': None, 'high_estimate': 8, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 2.33, 'display_amount': '1.75-2.33', 'display_name': 'Distance', 'low_amount': 1.75}, {'high_amount': 2.28, 'display_amount': '1.71-2.28', 'display_name': 'Time', 'low_amount': 1.71}], 'surge_multiplier': 1.0, 'display': '£5-8', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 780, 'distance_estimate': 1.55}",12
40,"{'surge_confirmation_href': None, 'high_estimate': 13, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 10, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 5.55, 'display_amount': '4.16-5.55', 'display_name': 'Distance', 'low_amount': 4.16}, {'high_amount': 4.74, 'display_amount': '3.55-4.74', 'display_name': 'Time', 'low_amount': 3.55}], 'surge_multiplier': 1.0, 'display': '£10-13', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 1560, 'distance_estimate': 3.7}",17
